qitem,label,field,statements,date_of_birth,occupation_names,description
Q135652945,Jane Kengeya‑Kayondo,Other / unspecified,11,1953-01-01T00:00:00Z,gynecologist,Ugandan gynecologist
Q140734638,Jemimah Buhanda Tumwijukye,Politics & government,11,1953-01-01T00:00:00Z,"teacher, politician",Politician
Q141066846,Joan Mulungi,Other / unspecified,11,,"paralegal, media personality","Ugandan media personality, legal assistant and author"
Q136799319,Josephine Okwera Akullu,Other / unspecified,11,,health professional,health professional in Uganda
Q137356406,Juliet Kiguli,Academia & education,11,,"university teacher, anthropologist, social scientist",Ugandan social scientist and public health researcher
Q136734560,Katrina Sarah Ssangalyambogo,Other sport,11,2001-07-04T00:00:00Z,,Buganda Kingdom Princess
Q111291998,Kayagi Sarah Netalisire,Politics & government,11,1979-10-22T00:00:00Z,politician,Ugandan politician and member of the parliament
Q139658933,Kobusingye Anne,Politics & government,11,,"politician, human rights defender","Ugandan politician, human rights defender and disability rights advocate"
Q134078628,Leila Namirembe,Other sport,11,2002-01-01T00:00:00Z,chess player,Ugandan chess player
Q135188389,Lia Kaishiki Mosimann,Other sport,11,2004-07-05T00:00:00Z,tennis player,tennis player
Q133459974,Lillian Achola,Other sport,11,1999-07-15T00:00:00Z,netballer,Ugandan netball player
Q135338498,Linda Aber,Other sport,11,2003-02-18T00:00:00Z,basketball player,Ugandan basketball player (born 2003)
Q137999672,Loyda Kyarikunda Twinomujuni,Politics & government,11,,"politician, nurse",Ugandan Politician
Q139382707,Lucy Kalanzi,Business & finance,11,,"businessperson, entrepreneur",A Ugandan entrepreneur and politician
Q134719192,Lyndah Katusiime,Academia & education,11,,"architect, photojournalist, researcher",Ugandan architect
Q133836121,Malisa Ariokot,Other sport,11,2007-04-15T00:00:00Z,cricketer,Ugandan cricketer
Q135338615,Mariam Birungi,Other sport,11,1984-02-15T00:00:00Z,basketball player,Ugandan basketball player (born 1984)
Q135338486,Mariam Namukwaya,Other sport,11,2005-12-02T00:00:00Z,basketball player,Ugandan basketball player (born 2005)
Q134821662,Martina Anyango,Other sport,11,,basketball player,Ugandan basketball player
Q134008832,Michelle Kobugabe,Other sport,11,2010-01-01T00:00:00Z,chess player,Ugandan chess player
Q133836127,Mohammed Jimia,Other sport,11,2007-09-23T00:00:00Z,cricketer,Ugandan female cricketer
Q141365783,Monica Akullu,Other sport,11,2004-11-28T00:00:00Z,athletics competitor,Ugandan track and field athlete
Q135338619,Monica Siima,Other sport,11,1976-07-29T00:00:00Z,basketball player,Ugandan basketball player (born 1976)
Q133863664,Moreen Amoding,Other sport,11,1990-09-21T00:00:00Z,basketball player,Ugandan basketball player (born 1990)
Q137993222,Nanzala Metrine,Politics & government,11,,"politician, legislator",Ugandan politician
Q140562252,Natukunda Peace,Other sport,11,,boxer,Ugandan boxer
Q130569644,Norah Alupo,Football,11,,association football player,Ugandan Football player
Q133460338,Nyonyozi Shine Angella,Arts & entertainment,11,1990-06-19T00:00:00Z,musician,Ugandan Musical artiste
Q130569662,Olivia Babirye,Football,11,,association football player,Ugandan Female Football player
Q141187083,Olivia Byemera,Media & writing,11,,"pastor, master of ceremonies, journalist","Ugandan pastor, author, professional marketer, and event master of ceremonies"
Q136766511,Pamela Khanakwa,Academia & education,11,,"lecturer, administrator","professor, lecturer, administrator"
Q133893781,Patience Angel Atella,Other sport,11,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q139851578,Paulina Maniraguha Bangirana,Other / unspecified,11,1942-01-01T00:00:00Z,police officer,Ugandan author
Q120670259,Peace Adupa,Health,11,1985-04-28T00:00:00Z,physician,Senior House Officer
Q130354091,Phiona Nabulime,Football,11,,association football player,Ugandan footballer
Q120799393,Prisca Tibenderana,Academia & education,11,,"librarian, university teacher, researcher, consultant",Ugandan librarian and administrator
Q134269517,Rachael Nduhukire,Arts & entertainment,11,,"actor, violinist, vocalist",Actress
Q133880536,Racheal Achieng,Other sport,11,1984-09-19T00:00:00Z,volleyball player,Volleyball player
Q141247059,Rebecca Mirembe Nyonyintono,Academia & education,11,,"university teacher, sociologist",Ugandan educationist
Q136760000,Rehema Baguma,Academia & education,11,,"professor, lecturer",associate professor of information systems
Q114232443,Rehema Nabanoba,Other sport,11,1986-05-25T00:00:00Z,sport cyclist,cyclist
Q120108225,Sarah Kiguli,Other / unspecified,11,1974-03-19T00:00:00Z,pediatrician,"Ugandan pediatrician, academic, and medical researcher"
Q126845875,Sarah Kihika Kasande,Activism & social work,11,,"lawyer, human rights defender",Ugandan human rights lawyer
Q135338484,Sarah Namale,Other sport,11,2005-02-09T00:00:00Z,basketball player,Ugandan basketball player (born 2005)
Q137325216,Sarah Tshila,Media & writing,11,,"poet, songwriter, guitarist, rapper",Ugandan singer and songwriter
Q132964221,Saudah Namyalo,Other / unspecified,11,,linguist,Ugandan academician
Q134008733,Scarlett Mbaaga Murungi,Other sport,11,2009-01-01T00:00:00Z,chess player,Ugandan chess player
Q119581799,Sharon Ayoo,Academia & education,11,1985-04-06T00:00:00Z,lecturer,Lecturer at Jerusalem Institute of Science and Technology
Q133893756,Sheba Valentine Naisanga,Other sport,11,1995-01-01T00:00:00Z,chess player,Ugandan chess player
Q138498412,Sibabalwe Ndlwana,Academia & education,11,1985-01-01T00:00:00Z,"weaver, lecturer, researcher, textile artist","South African - Ugandan weaving artist, textile designer and researcher"
Q138342931,Ssanyu Sematimba,Other / unspecified,11,,"visual artist, head of department",Ugandan-South African visual artist
Q134880852,Sumaiyah Nabuto,Football,11,2004-01-17T00:00:00Z,association football player,Ugandan footballer
Q133460318,Suzan Ddumba Namatovu,Other sport,11,,netballer,Ugandan netball player
Q139859181,Tendo Tobel,Media & writing,11,,"singer, radio personality",Ugandan Radio presenter and musician
Q134078679,Veritah Blessed Kansiime,Other sport,11,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q136682581,Waako Joy Peggy,Politics & government,11,,"politician, legislator",Ugandan politician
Q135058838,,Other sport,11,2011-02-18T00:00:00Z,tennis player,tennis player from Uganda
Q135064792,,Other sport,11,2011-09-13T00:00:00Z,tennis player,Tennis Player
Q140591521,Abisagi N Mugenyi,Other sport,10,,swimmer,Ugandan swimmer
Q138000550,Aceng Sandra Odongo,Politics & government,10,,politician,Ugandan politician
Q125356340,Adilan Bagalaaliwo,Football,10,,association football player,Ugandan Rhodes Scholar
Q134626320,Agnes Akanyo,Other sport,10,,volleyball player,Ugandan professional volleyball player
Q134008565,Agnes Nakamatte,Other sport,10,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q120799389,Agnes Namaganda,Academia & education,10,,"librarian, university teacher",Ugandan librarian and administrator
Q134077932,Aine Atubet,Other sport,10,2013-01-01T00:00:00Z,chess player,Chess player
Q118583327,Aisha Nantongo,Football,10,2002-04-06T00:00:00Z,association football player,Uganda women footballer
Q134003130,Alice Namale,Academia & education,10,,lecturer,A Ugandan Acamedician and Researcher at Makerere University
Q28035100,Allen Masumba,Arts & entertainment,10,,"actor, film actor",actor
Q111512689,Aminah Nabule,Academia & education,10,,"businessperson, news presenter, lecturer","Ugandan News Anchor, Lecturer and Business Woman"
Q141266012,Anne Twinomugisha Muhairwe,Law,10,,"lawyer, inspector general",Ugandan lawyer and public administrator
Q118965168,Annet Tusiime,Other / unspecified,10,1996-09-08T00:00:00Z,information and communications technology,"Programs Associate, Digital Literacy Initiative Uganda"
Q133468059,Asanyo Patience,Football,10,,association football player,Ugandan footballer
Q118976109,Asia Kamukama,Other / unspecified,10,1982-03-15T00:00:00Z,information and communications technology,"Board Member, Digital Literacy Initiative Uganda"
Q119352676,Atim Nelly,Other / unspecified,10,1995-07-23T00:00:00Z,economist,"Economist , Kyambogo University"
Q119398157,Audrey Nimusiima,Other / unspecified,10,1983-03-23T00:00:00Z,auditor,Internal Auditor kyambogo University
Q133468808,Aujat Dorine,Football,10,,association football player,Ugandan footballer
Q133881140,Auma Naume,Other sport,10,1997-01-01T00:00:00Z,volleyball player,Volleyball player
Q130717754,Azizi Nalumansi,Football,10,,association football player,Ugandan Footballer
Q133881297,Bamanya Komil,Other sport,10,2007-05-17T00:00:00Z,volleyball player,Volleyball player
Q119440045,Bazirio Nabuto,Other / unspecified,10,1986-12-03T00:00:00Z,human resource management,Senior Human Resource Officer
Q140964029,Beatrice Byemanzi,Other / unspecified,10,,"pastor, author, coaching","Uganda pastor, author and business coach"
Q140008036,Beatrice Guzu,Other / unspecified,10,,"women's rights activist, disability rights activist",Ugandan disability rights advocate
Q133571487,Betty Grace Akech Okullo,Politics & government,10,,"teacher, politician, diplomat","Ugandan politician, diplomat and Uganda Ambassador to Japan"
Q136910228,Blessing Brenda,Business & finance,10,,accountant,Ugandan accountant
Q118946582,Brenda Namaata,Other / unspecified,10,,official,Administrator at Internet Society Uganda Chapter
Q137219483,Brenda Sekabembe,Business & finance,10,1979-03-01T00:00:00Z,"businessperson, baker",Ugandan baker and business woman
Q135338516,Bronnie Kusiima,Other sport,10,2000-10-24T00:00:00Z,basketball player,Ugandan basketball player (born 2000)
Q134008593,Catherine Ampaire,Other sport,10,2004-01-01T00:00:00Z,chess player,Ugandan chess player
Q141164106,Catherine Bitarakwate,Politics & government,10,,civil servant,"Ugandan public administrator and Permanent Secretary, Ministry of Public Service"
Q140532502,Catherine Ruhweza,Media & writing,10,,"writer, director, journalist","Ugandan journalist, author, and founding director of Mama Tendo Foundation"
Q140041866,Cathy Mwesigwa,Media & writing,10,,journalist,Ugandan journalist
Q116938961,Celestino Mindra,Other / unspecified,10,1946-01-01T00:00:00Z,"engineer, administrator",Ugandan engineer and sports administrator
Q135338474,Christine Saima,Other sport,10,2006-12-23T00:00:00Z,basketball player,Ugandan basketball player (born 2006)
Q119351662,Claire Nabatta,Academia & education,10,1993-04-19T00:00:00Z,lecturer,"Assistant Lecturer, Kyambogo University"
Q134626237,Comfort Twesiime,Other sport,10,,volleyball player,Ugandan professional volleyball player
Q133460298,Confidence Nkurunungi Asiimwe,Other / unspecified,10,,"school counselor, mental health counselor",University counsellor
Q135338456,Diana Letaru,Other sport,10,2005-11-08T00:00:00Z,basketball player,Ugandan basketball player (born 2005)
Q141173520,Dorcas Wagima Okalany,Politics & government,10,,"civil servant, accountant",Ugandan civil servant
Q134813327,Dorcus Kisakye,Football,10,2007-10-10T00:00:00Z,association football player,Ugandan football player
Q136760104,Elizabeth Kawuma Lwanga,Academia & education,10,,university teacher,Ugandan professor at Uganda Management Institute
Q136856967,Elle Trivia Muhoza,Other / unspecified,10,,beauty pageant contestant,Uganda model and women empowerment advocate
Q135338518,Emily Nerima,Other sport,10,2001-06-26T00:00:00Z,basketball player,Ugandan basketball player (born 2001)
Q133878843,Eseza Makumbi,Politics & government,10,,"politician, activist",Ugandan politician and women's rights advocate active in the 1950s and 1960s
Q111945607,Esther Bagoole,Activism & social work,10,,human rights defender,Ugandan children Rights Activist
Q133836265,Esther Iloku,Other sport,10,,cricketer,Ugandan female cricketer
Q130737665,Esther Naluyimba,Football,10,,association football player,Ugandan Footballer
Q134008457,Esther Nampiima,Other sport,10,2002-01-01T00:00:00Z,chess player,Ugandan chess player
Q130744697,Faith Apio,Football,10,,association football player,Ugandan Footballer
Q134005538,Fazirah Zahara Kyalisima,Other sport,10,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q134005456,Felicity Namatovu,Other sport,10,2006-01-01T00:00:00Z,chess player,Ugandan chess player
Q133842650,Fildauce Namulema,Other sport,10,2001-10-26T00:00:00Z,basketball player,Ugandan basketball player (born 2001)
Q134005261,Fiona Atuhaire,Other sport,10,2005-01-01T00:00:00Z,chess player,Ugandan chess player
Q133880549,Flavia Umuhoza,Other sport,10,1998-01-01T00:00:00Z,volleyball player,Volleyball player
Q133459971,Florence Adunia,Football,10,,association football player,Ugandan netball player
Q130718051,Getrude Karungi,Football,10,,association football player,Ugandan Professional Football player
Q141164178,Gianna Opolot Acuo,Other sport,10,,,Ugandan swimmer
Q130613815,Gillian Akandinda,Football,10,,association football player,Ugandan Footballer
Q133865110,Ginamia Melody Ngwatu,Other / unspecified,10,,high court judge,Acting High Court Judge
Q119397870,Gloria Namutebi,Other / unspecified,10,1991-07-11T00:00:00Z,technician,Electronics Technician kyambogo University
Q133880349,Habiba Namala,Other sport,10,1996-01-01T00:00:00Z,volleyball player,Volleyball player
Q134004539,Hadijah Mwenyango,Academia & education,10,,lecturer,A Ugandan social worker and lecturer
Q133881237,Hadijja Namulindwa,Other sport,10,1999-07-29T00:00:00Z,volleyball player,Volleyball player
Q133934015,Hailey Nio Mitchelle,Other sport,10,2009-01-01T00:00:00Z,chess player,Chess player
Q130354569,Halima Kampi,Football,10,2004-04-01T00:00:00Z,association football player,Ugandan footballer
Q133830118,Hanisha Muhammad,Other sport,10,,netballer,Ugandan netball player
Q133933183,Hannah Zion Mawejje,Other sport,10,2006-01-01T00:00:00Z,chess player,Chess player
Q105956780,Harriet Nakiyemba Ssebuwufu,Politics & government,10,,politician,Ugandan politician
Q133937282,Hellen Ainebyonya,Other sport,10,2010-01-01T00:00:00Z,chess player,Ugandan chess player
Q141263597,Hellen Nambalirwa Nkabala,Other / unspecified,10,,education activist,Ugandan education administrator
Q138819593,Hellen Seku,Other / unspecified,10,1985-07-02T00:00:00Z,secretary,Ugandan commissioner
Q119020368,Hindu Gloria,Other / unspecified,10,1997-12-07T00:00:00Z,social science,Enthusiastic Sign Language Consultant
Q140314539,Hope Babigumira,Media & writing,10,1982-02-10T00:00:00Z,"writer, social entrepreneur",Ugandan author
Q133936125,Iculet Chanelle Manuela Okurut,Other sport,10,2014-01-01T00:00:00Z,chess player,Chess player
Q133865174,Ida Nakiganda,Other / unspecified,10,,high court judge,Acting High Court Judge
Q135338468,Immaculate Adongpiny,Other sport,10,2006-09-27T00:00:00Z,basketball player,Ugandan basketball player (born 2006)
Q136673870,Irene Nakasiita,Other / unspecified,10,,"marketing, public relations","Public relations and communications professional, humanitarian"
Q114439183,Jane Kabami,Academia & education,10,,researcher,researcher
